Location,T2M,T2MWET,TS,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS50M,WS50M_MAX,WS50M_MIN
Saule_mean,24.88668688,18.00719119,24.40335206,31.04435046,19.72661411,48.77412193,2.921781679,96.21693393,2.419915736,4.037486116,0.938850303,3.234559847,4.874054899,1.265657836
Dasera_mean,20.18997319,14.35283817,19.45189978,26.16062177,15.33980338,53.5409467,3.075923396,88.71711459,2.38390233,4.328944781,0.824476859,2.870139802,4.485130546,1.088030642
Khalanga_mean,20.18997319,14.35283817,19.45189978,26.16062177,15.33980338,53.5409467,3.075923396,88.71711459,2.38390233,4.328944781,0.824476859,2.870139802,4.485130546,1.088030642
Aathbisdanda_mean,14.95048324,10.03299649,14.28077944,21.08542483,10.08809192,57.69772231,3.021934248,80.7631082,2.510844558,4.840745611,0.834572614,2.766857964,4.586235557,1.060296202
Dhangadhi Airport_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
BelaDevipur_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Pokharikanda_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
Beldandi_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
sugarkhal_mean,19.58083498,13.49499585,18.73112033,26.0336406,14.14793616,52.18512352,2.428486435,87.5787488,2.182887328,4.19363294,0.477385892,2.572190871,4.358104692,0.624395148
Attaria_mean,21.71828918,15.38314076,20.59637472,28.45457644,16.25154229,51.65008809,2.807120332,91.26552633,2.09614044,3.522039579,0.726158315,2.901747207,4.492886052,0.999865943
Bhairabstan_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
Malika_mean,12.53711778,8.138423237,12.08833131,18.56441941,7.668665816,60.54496202,2.648658793,77.25344973,2.28239834,4.631537185,0.532697095,2.376436004,4.229747846,0.680122566
Pajaru_mean,12.53711778,8.138423237,12.08833131,18.56441941,7.668665816,60.54496202,2.648658793,77.25344973,2.28239834,4.631537185,0.532697095,2.376436004,4.229747846,0.680122566
Bacchuwa_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Lalmali temple_mean,21.71828918,15.38314076,20.59637472,28.45457644,16.25154229,51.65008809,2.807120332,91.26552633,2.09614044,3.522039579,0.726158315,2.901747207,4.492886052,0.999865943
Rahaph_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
Room_mean,12.53711778,8.138423237,12.08833131,18.56441941,7.668665816,60.54496202,2.648658793,77.25344973,2.28239834,4.631537185,0.532697095,2.376436004,4.229747846,0.680122566
Malakheti_mean,21.71828918,15.38314076,20.59637472,28.45457644,16.25154229,51.65008809,2.807120332,91.26552633,2.09614044,3.522039579,0.726158315,2.901747207,4.492886052,0.999865943
Rajalake_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Lahai_mean,7.527012448,3.310190871,7.143664858,13.50535972,2.745670603,60.35065432,2.505384615,69.44647686,2.280184488,4.671036706,0.596310246,2.160831152,3.881108841,0.698058091
Dodhara_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Balma_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Bandevi Temple_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Singghasan Temple_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Shuklaphata_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Godawari Temple_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Khairala_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
badakhola_mean,12.53711778,8.138423237,12.08833131,18.56441941,7.668665816,60.54496202,2.648658793,77.25344973,2.28239834,4.631537185,0.532697095,2.376436004,4.229747846,0.680122566
Jajarkot_mean,12.53711778,8.138423237,12.08833131,18.56441941,7.668665816,60.54496202,2.648658793,77.25344973,2.28239834,4.631537185,0.532697095,2.376436004,4.229747846,0.680122566
Garkhakot_mean,12.53711778,8.138423237,12.08833131,18.56441941,7.668665816,60.54496202,2.648658793,77.25344973,2.28239834,4.631537185,0.532697095,2.376436004,4.229747846,0.680122566
Katunje_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Gautamkot_mean,7.527012448,3.310190871,7.143664858,13.50535972,2.745670603,60.35065432,2.505384615,69.44647686,2.280184488,4.671036706,0.596310246,2.160831152,3.881108841,0.698058091
Budhetola_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Gajari Jharna_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Ramidanda_mean,7.527012448,3.310190871,7.143664858,13.50535972,2.745670603,60.35065432,2.505384615,69.44647686,2.280184488,4.671036706,0.596310246,2.160831152,3.881108841,0.698058091
Dodhara Chadani_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Shantitol_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Florida Hostel_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Daijee_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
waterfall_mean,21.71828918,15.38314076,20.59637472,28.45457644,16.25154229,51.65008809,2.807120332,91.26552633,2.09614044,3.522039579,0.726158315,2.901747207,4.492886052,0.999865943
Dhungachaina_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
Dailekh_mean,12.53711778,8.138423237,12.08833131,18.56441941,7.668665816,60.54496202,2.648658793,77.25344973,2.28239834,4.631537185,0.532697095,2.376436004,4.229747846,0.680122566
Odahari_mean,12.53711778,8.138423237,12.08833131,18.56441941,7.668665816,60.54496202,2.648658793,77.25344973,2.28239834,4.631537185,0.532697095,2.376436004,4.229747846,0.680122566
Laxmi Niwas_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Bhimdatta Municipality_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Ragda_mean,7.527012448,3.310190871,7.143664858,13.50535972,2.745670603,60.35065432,2.505384615,69.44647686,2.280184488,4.671036706,0.596310246,2.160831152,3.881108841,0.698058091
Polkhari_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Nigali_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Daha_mean,12.53711778,8.138423237,12.08833131,18.56441941,7.668665816,60.54496202,2.648658793,77.25344973,2.28239834,4.631537185,0.532697095,2.376436004,4.229747846,0.680122566
Gadda Chauki_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Bhimdatta _mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Suda_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Sahajpur_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Barachhen_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Dhanglagau_mean,21.71828918,15.38314076,20.59637472,28.45457644,16.25154229,51.65008809,2.807120332,91.26552633,2.09614044,3.522039579,0.726158315,2.901747207,4.492886052,0.999865943
Walant_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
Lakhanora_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
DObala_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Khandanda_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Bp Nagar_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
barchain_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Kihunain_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
Kusapani_mean,12.53711778,8.138423237,12.08833131,18.56441941,7.668665816,60.54496202,2.648658793,77.25344973,2.28239834,4.631537185,0.532697095,2.376436004,4.229747846,0.680122566
Mahabuidham_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Odanakhu_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Bhalulek_mean,7.527012448,3.310190871,7.143664858,13.50535972,2.745670603,60.35065432,2.505384615,69.44647686,2.280184488,4.671036706,0.596310246,2.160831152,3.881108841,0.698058091
Siddhartha Lake_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Bedkot Lake_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Kanchaur_mean,19.58083498,13.49499585,18.73112033,26.0336406,14.14793616,52.18512352,2.428486435,87.5787488,2.182887328,4.19363294,0.477385892,2.572190871,4.358104692,0.624395148
Odanaku_mean,12.53711778,8.138423237,12.08833131,18.56441941,7.668665816,60.54496202,2.648658793,77.25344973,2.28239834,4.631537185,0.532697095,2.376436004,4.229747846,0.680122566
Patal_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Lipna temple_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Patal II_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Chalsa_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
Rakhyathala_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Narkhu_mean,7.527012448,3.310190871,7.143664858,13.50535972,2.745670603,60.35065432,2.505384615,69.44647686,2.280184488,4.671036706,0.596310246,2.160831152,3.881108841,0.698058091
Jhilmila tal_mean,24.10990169,17.37934951,23.87328822,30.68844494,18.62082477,50.0255225,3.137562081,95.39009192,2.73038685,4.400428982,1.122948612,3.874967124,5.738937759,1.551173316
Chhatiwan_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Laxmi nagar_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Mannakapadi_mean,21.71828918,15.38314076,20.59637472,28.45457644,16.25154229,51.65008809,2.807120332,91.26552633,2.09614044,3.522039579,0.726158315,2.901747207,4.492886052,0.999865943
Bharta_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Mugraha_mean,12.53711778,8.138423237,12.08833131,18.56441941,7.668665816,60.54496202,2.648658793,77.25344973,2.28239834,4.631537185,0.532697095,2.376436004,4.229747846,0.680122566
tamti_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Nayakwada_mean,7.527012448,3.310190871,7.143664858,13.50535972,2.745670603,60.35065432,2.505384615,69.44647686,2.280184488,4.671036706,0.596310246,2.160831152,3.881108841,0.698058091
Jogbudha_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Alital_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Budar_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Pipalkot_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
Chihaya_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Dhirkamandau_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Mangalsen_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
Dahaphatgau_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Saraswotinagar_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Chapamandau_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
Ranchuli_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Malikathanta_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Hanku_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Sirsa_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Mudhegaun_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Chapre_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Mahatgau_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Gankhet_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Thuwa_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
Kumalgau_mean,19.58083498,13.49499585,18.73112033,26.0336406,14.14793616,52.18512352,2.428486435,87.5787488,2.182887328,4.19363294,0.477385892,2.572190871,4.358104692,0.624395148
Badalkot_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Pholmahadev_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Ghodemahadev_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Guthichaur_mean,7.528030003,3.30990999,7.14700798,13.5092429,2.745684009,60.33858793,2.370211937,69.44656751,2.281030961,4.673430578,0.59676157,2.161408235,3.882769869,0.698605809
Gogan_mean,21.71977466,15.38437281,20.59722502,28.45489818,16.25322375,51.64562592,2.870155761,91.26526779,2.095463773,3.52039834,0.72599617,2.900926269,4.491886371,0.999323332
Ladagada_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
Ramaroshan_mean,19.58104054,13.49615895,18.72971274,26.03133227,14.14897287,52.19219598,2.516537504,87.57851388,2.181787424,4.191013725,0.477157996,2.57108969,4.356351101,0.624072135
Kalikot_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Mahabipatharkhola_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Lihi_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
tatopani_mean,12.53744398,8.137428024,12.09042898,18.56794063,7.667283115,60.53245771,2.484487711,77.25356783,2.283662943,4.634522183,0.533223109,2.377569741,4.231886371,0.680870093
Dipayal_mean,16.05452091,10.3104609,15.36359719,22.296955,11.02340951,53.14530418,2.340426428,81.9291248,2.20635174,4.391736993,0.477147782,2.347353974,4.101325886,0.613876157
Rupsa_mean,11.3184941,6.371799553,11.05576189,17.72468305,6.101097351,57.09893074,1.749285669,75.27988637,2.450020428,5.115620811,0.513882541,2.477050112,4.583258219,0.636042771
Sipkhana_mean,9.144559847,4.569982126,9.340795404,15.88616598,3.770338972,58.81392148,1.716868177,71.93059113,2.382208746,4.923775934,0.651032237,2.320481328,4.282338334,0.726108522
Garjhankot_mean,-0.129783594,-3.430107884,0.176372806,6.29386722,-5.438963932,66.24238621,1.624450686,60.4266939,2.745569103,5.938465369,0.575608043,2.781846792,5.487461858,0.709488031
ganespur_mean,16.05452091,10.3104609,15.36359719,22.296955,11.02340951,53.14530418,2.340426428,81.9291248,2.20635174,4.391736993,0.477147782,2.347353974,4.101325886,0.613876157
nanikot_mean,9.144559847,4.569982126,9.340795404,15.88616598,3.770338972,58.81392148,1.716868177,71.93059113,2.382208746,4.923775934,0.651032237,2.320481328,4.282338334,0.726108522
Thirpu_mean,9.144559847,4.569982126,9.340795404,15.88616598,3.770338972,58.81392148,1.716868177,71.93059113,2.382208746,4.923775934,0.651032237,2.320481328,4.282338334,0.726108522
Bagarkot_mean,16.05452091,10.3104609,15.36359719,22.296955,11.02340951,53.14530418,2.340426428,81.9291248,2.20635174,4.391736993,0.477147782,2.347353974,4.101325886,0.613876157
Chandannath_mean,9.144559847,4.569982126,9.340795404,15.88616598,3.770338972,58.81392148,1.716868177,71.93059113,2.382208746,4.923775934,0.651032237,2.320481328,4.282338334,0.726108522
Jumla_mean,-0.129783594,-3.430107884,0.176372806,6.29386722,-5.438963932,66.24238621,1.624450686,60.4266939,2.745569103,5.938465369,0.575608043,2.781846792,5.487461858,0.709488031
Amargadi_mean,16.05452091,10.3104609,15.36359719,22.296955,11.02340951,53.14530418,2.340426428,81.9291248,2.20635174,4.391736993,0.477147782,2.347353974,4.101325886,0.613876157
Kalisthan_mean,16.05452091,10.3104609,15.36359719,22.296955,11.02340951,53.14530418,2.340426428,81.9291248,2.20635174,4.391736993,0.477147782,2.347353974,4.101325886,0.613876157
Chatara_mean,11.3184941,6.371799553,11.05576189,17.72468305,6.101097351,57.09893074,1.749285669,75.27988637,2.450020428,5.115620811,0.513882541,2.477050112,4.583258219,0.636042771
Badki_mean,9.144559847,4.569982126,9.340795404,15.88616598,3.770338972,58.81392148,1.716868177,71.93059113,2.382208746,4.923775934,0.651032237,2.320481328,4.282338334,0.726108522
patarasi_mean,-0.129783594,-3.430107884,0.176372806,6.29386722,-5.438963932,66.24238621,1.624450686,60.4266939,2.745569103,5.938465369,0.575608043,2.781846792,5.487461858,0.709488031
Jhikrana_mean,11.31635046,6.371995531,11.05026428,17.71838876,6.101173316,57.11662049,1.909927226,75.27979381,2.448278966,5.111880626,0.513378232,2.47576572,4.580956272,0.635327162
Babala_mean,11.31635046,6.371995531,11.05026428,17.71838876,6.101173316,57.11662049,1.909927226,75.27979381,2.448278966,5.111880626,0.513378232,2.47576572,4.580956272,0.635327162
Mumrakot_mean,9.144559847,4.569982126,9.340795404,15.88616598,3.770338972,58.81392148,1.716868177,71.93059113,2.382208746,4.923775934,0.651032237,2.320481328,4.282338334,0.726108522
narakot_mean,9.144559847,4.569982126,9.340795404,15.88616598,3.770338972,58.81392148,1.716868177,71.93059113,2.382208746,4.923775934,0.651032237,2.320481328,4.282338334,0.726108522
Chumchaur_mean,-0.129783594,-3.430107884,0.176372806,6.29386722,-5.438963932,66.24238621,1.624450686,60.4266939,2.745569103,5.938465369,0.575608043,2.781846792,5.487461858,0.709488031
Kailashmandu_mean,11.3184941,6.371799553,11.05576189,17.72468305,6.101097351,57.09893074,1.749285669,75.27988637,2.450020428,5.115620811,0.513882541,2.477050112,4.583258219,0.636042771
Deura_mean,11.3184941,6.371799553,11.05576189,17.72468305,6.101097351,57.09893074,1.749285669,75.27988637,2.450020428,5.115620811,0.513882541,2.477050112,4.583258219,0.636042771
Gotre_mean,9.144559847,4.569982126,9.340795404,15.88616598,3.770338972,58.81392148,1.716868177,71.93059113,2.382208746,4.923775934,0.651032237,2.320481328,4.282338334,0.726108522
Patranara_mean,-0.129783594,-3.430107884,0.176372806,6.29386722,-5.438963932,66.24238621,1.624450686,60.4266939,2.745569103,5.938465369,0.575608043,2.781846792,5.487461858,0.709488031
Udayadev_mean,16.05452091,10.3104609,15.36359719,22.296955,11.02340951,53.14530418,2.340426428,81.9291248,2.20635174,4.391736993,0.477147782,2.347353974,4.101325886,0.613876157
Khin_mean,9.144559847,4.569982126,9.340795404,15.88616598,3.770338972,58.81392148,1.716868177,71.93059113,2.382208746,4.923775934,0.651032237,2.320481328,4.282338334,0.726108522
Mahakali_mean,17.94178487,12.21998149,17.10890329,24.3317587,12.99475008,54.11467603,2.934842004,85.19155889,2.319646345,4.798124481,0.581958506,2.740060006,5.024020428,0.792563039
Chapali_mean,16.05452091,10.3104609,15.36359719,22.296955,11.02340951,53.14530418,2.340426428,81.9291248,2.20635174,4.391736993,0.477147782,2.347353974,4.101325886,0.613876157
Tokini_mean,11.3184941,6.371799553,11.05576189,17.72468305,6.101097351,57.09893074,1.749285669,75.27988637,2.450020428,5.115620811,0.513882541,2.477050112,4.583258219,0.636042771
Khaptad NP_mean,11.3184941,6.371799553,11.05576189,17.72468305,6.101097351,57.09893074,1.749285669,75.27988637,2.450020428,5.115620811,0.513882541,2.477050112,4.583258219,0.636042771
Gudukhati_mean,11.3184941,6.371799553,11.05576189,17.72468305,6.101097351,57.09893074,1.749285669,75.27988637,2.450020428,5.115620811,0.513882541,2.477050112,4.583258219,0.636042771
Budiganga_mean,11.3184941,6.371799553,11.05576189,17.72468305,6.101097351,57.09893074,1.749285669,75.27988637,2.450020428,5.115620811,0.513882541,2.477050112,4.583258219,0.636042771
Bumramadichaur_mean,9.144559847,4.569982126,9.340795404,15.88616598,3.770338972,58.81392148,1.716868177,71.93059113,2.382208746,4.923775934,0.651032237,2.320481328,4.282338334,0.726108522
